index	raw_category	category	count	nyuId	nyu40id	eigen13id	eigen13fixedid	nyuClass	nyu40class	eigen13class	eigen13fixedclass	ModelNet40	ModelNet10	ShapeNetCore55	synsetoffset	wnsynsetid	wnsynsetkey	mpcat40index	mpcat40	occ_id	occ_class	objnav_occ	objnav_occ_id
1292	workstation	workstation	1	46	40	7	7	computer	otherprop	Objects	Objects					n04603399	workstation.n.01	39	objects	2	occupied	occupied	2
1293	room 1 wall	wall	1	21	1	12	12	wall	wall	Wall	Wall					n04546855	wall.n.01	1	wall	2	occupied	occupied	2
1294	storage space	storage space	1	645	38	7	7	storage space	otherstructure	Objects	Objects					n04328946	storage_space.n.01	40	misc	2	occupied	occupied	2
1295	mattress	bed	1	157	4	1	1	bed	bed	Bed	Bed	bed	bed	bed	2818832	n02818832	bed.n.01	11	bed	2	occupied	bed	4
1296	kitchen handle	kitchen handle	1	758	40	7	7	handle	otherprop	Objects	Objects					n03485997	handle.n.01	39	objects	2	occupied	occupied	2
1297	bed side table	nightstand	1	158	32	6	6	night stand	night stand	Furniture	Furniture	night_stand	night_stand			n03015254	chest_of_drawers.n.01	13	chest_of_drawers	2	occupied	occupied	2
1298	lookout	lookout	1		40	7	7		otherprop	Objects	Objects					n03688943	lookout.n.03	40	misc	2	occupied	occupied	2
1299	bag of sand	bag of sand	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1300	walll	wall	1	21	1	12	12	wall	wall	Wall	Wall					n04546855	wall.n.01	1	wall	2	occupied	occupied	2
1301	kitchen countertop object'	object	1		40	7	7		otherprop	Objects	Objects					n00002684	object.n.01	39	objects	2	occupied	occupied	2
1302	bed rest	headboard	1	161	39	6	6	headboard	otherfurniture	Furniture	Furniture					n03502200	headboard.n.01	11	bed	2	occupied	bed	4
1303	furniture 2	furniture	1	524	39	6	6	furniture	otherfurniture	Furniture	Furniture					n03405725	furniture.n.01	36	furniture	2	occupied	occupied	2
1304	wall ac vent	vent	1	25	38	7	7	air vent	otherstructure	Objects	Objects					n04526241	vent.n.01	40	misc	2	occupied	occupied	2
1305	dumbbells	dumbbell	1		40	7	7		otherprop	Objects	Objects					n03255030	dumbbell.n.01	33	gym_equipment	2	occupied	occupied	2
1306	weight	weight	1		40	7	7		otherprop	Objects	Objects					n04571292	weight.n.02	33	gym_equipment	2	occupied	occupied	2
1307	fixture	fixture	1		40	7	7		otherprop	Objects	Objects					n03354613	fixture.n.01	39	objects	2	occupied	occupied	2
1308	llight	light	1	144	35	7	7	lamp	lamp	Objects	Objects	lamp		lamp	3636649	n03636649	lamp.n.02	28	lighting	2	occupied	occupied	2
1309	show space	show space	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1310	recessed cubby	recessed cubby	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1311	oven hood	range hood	1	380	38	7	7	range hood	otherstructure	Objects	Objects	range_hood				n04053677	range_hood.n.01	39	objects	2	occupied	occupied	2
1312	counter doors	counter door	1	28	8	12	12	door	door	Wall	Wall	door						40	misc	2	occupied	occupied	2
1313	roof grill	roof grill	1	700	38	7	7	grill	otherstructure	Objects	Objects							40	misc	2	occupied	occupied	2
1314	shower dial	shower dial	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1315	riser	riser	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1316	plant ornament	plant ornament	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1317	floor stand	floor stand	1	50	39	6	6	stand	otherfurniture	Furniture	Furniture							40	misc	2	occupied	occupied	2
1318	fruit	fruit	1	286	40	7	7	fruit	otherprop	Objects	Objects					n13134947	fruit.n.01	39	objects	2	occupied	occupied	2
1319	frige	refrigerator	1	17	24	6	6	refridgerator	refridgerator	Furniture	Furniture					n04070727	refrigerator.n.01	37	appliances	2	occupied	occupied	2
1320	stairwell	stairwell	1		40	7	7		otherprop	Objects	Objects					n04298661	stairwell.n.01	16	stairs	2	occupied	occupied	2
1321	trash bag	trash bag	1	55	37	7	7	bag	bag	Objects	Objects							40	misc	2	occupied	occupied	2
1322	cups	cup	1	35	40	7	7	cup	otherprop	Objects	Objects	cup		cup or mug	3797390	n03797390	mug.n.04	39	objects	2	occupied	occupied	2
1323	photo mount	photo mount	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1324	drawers for clothes	drawers for clothes	1	141	21	7	7	clothes	clothes	Objects	Objects							40	misc	2	occupied	occupied	2
1325	strange ceiling	ceiling	1	4	22	3	3	ceiling	ceiling	Ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	1	unoccupied	unoccupied	1
1326	bilow	billow	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1327	ceilng	ceiling	1	4	22	3	3	ceiling	ceiling	Ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	1	unoccupied	unoccupied	1
1328	bathroom towel	bathroom towel	1	135	27	7	7	towel	towel	Objects	Objects					n04459362	towel.n.01	20	towel	2	occupied	occupied	2
1329	john	john	1		40	7	7		otherprop	Objects	Objects	toilet	toilet			n04446276	toilet.n.01	18	toilet	2	occupied	toilet	6
1330	refrigerator cabinet	refrigerator cabinet	1	3	3	6	6	cabinet	cabinet	Furniture	Furniture			cabinet	2933112	n02933112	cabinet.n.01	7	cabinet	2	occupied	occupied	2
1331	fish picture	fish picture	1	64	11	8	8	picture	picture	Picture	Picture							40	misc	2	occupied	occupied	2
1332	painting frame	painting frame	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1333	display table	display table	1	19	7	10	10	table	table	Table	Table	table	table	table	4379243	n04379243	table.n.02	5	table	2	occupied	occupied	2
1334	round seat	round seat	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1335	lower floor	floor	1	11	2	5	5	floor	floor	Floor	Floor					n03365592	floor.n.01	2	floor	1	unoccupied	unoccupied	1
1336	lid	lid	1	533	40	7	7	lid	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1337	bonsai tree	bonsai tree	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1338	window3	window	1	59	9	13	13	window	window	Window	Window					n04587648	window.n.01	9	window	2	occupied	occupied	2
1339	window2	window	1	59	9	13	13	window	window	Window	Window					n04587648	window.n.01	9	window	2	occupied	occupied	2
1340	window1	window	1	59	9	13	13	window	window	Window	Window					n04587648	window.n.01	9	window	2	occupied	occupied	2
1341	window5	window	1	59	9	13	13	window	window	Window	Window					n04587648	window.n.01	9	window	2	occupied	occupied	2
1342	shower floor surround	shower floor	1	11	2	5	5	floor	floor	Floor	Floor					n04208936	shower.n.01	23	shower	1	unoccupied	occupied	2
1343	folders	folder	1	69	40	7	7	folder	otherprop	Objects	Objects					n03376279	folder.n.02	39	objects	2	occupied	occupied	2
1344	decorative plant	decorative plant	1	82	40	7	7	plant	otherprop	Objects	Objects	plant						40	misc	2	occupied	occupied	2
1345	cooker unit	cooker unit	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1346	towel holder	towel holder	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1347	laundrybag	laundry bag	1	55	37	7	7	bag	bag	Objects	Objects							40	misc	2	occupied	occupied	2
1348	bathroom utencil	bathroom utensil	1	267	40	7	7	utensil	otherprop	Objects	Objects					n04516672	utensil.n.01	39	objects	2	occupied	occupied	2
1349	wine bottles	wine bottle	1	333	40	7	7	wine bottle	otherprop	Objects	Objects	bottle		wine bottle	4591713	n04591713	wine_bottle.n.01	39	objects	2	occupied	occupied	2
1350	high shelf	high shelf	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1351	loveseat	couch	1	83	6	9	9	sofa	sofa	Sofa	Sofa	sofa	sofa	sofa	4256520	n04256520	sofa.n.01	10	sofa	2	occupied	sofa	8
1352	couch pillow	pillow	1	119	18	7	7	pillow	pillow	Objects	Objects			pillow	3938244	n03938244	pillow.n.01	8	cushion	2	occupied	occupied	2
1353	ceiling molding	ceiling molding	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1354	firewook	firewood	1		40	7	7		otherprop	Objects	Objects					n15100644	firewood.n.01	40	misc	2	occupied	occupied	2
1355	door /otherroom	door /otherroom	1	28	8	12	12	door	door	Wall	Wall	door				n03221720	door.n.01	4	door	2	occupied	occupied	2
1356	toaster?	toaster	1	251	40	7	7	toaster	otherprop	Objects	Objects					n04442312	toaster.n.02	37	appliances	2	occupied	occupied	2
1357	foodstand	food stand	1	50	39	6	6	stand	otherfurniture	Furniture	Furniture							40	misc	2	occupied	occupied	2
1358	weight bench	weight bench	1	457	39	6	6	excercise equipment	otherfurniture	Furniture	Furniture					n04285146	sports_equipment.n.01	33	gym_equipment	2	occupied	occupied	2
1359	floor / room above	floor /otherroom	1	11	2	5	5	floor	floor	Floor	Floor					n03365592	floor.n.01	2	floor	1	unoccupied	unoccupied	1
1360	mini fridge	mini fridge	1	17	24	6	6	refridgerator	refridgerator	Furniture	Furniture					n03273913	electric_refrigerator.n.01	37	appliances	2	occupied	occupied	2
1361	bars	bar	1	51	38	7	7	bar	otherstructure	Objects	Objects					n02788689	bar.n.03	39	objects	2	occupied	occupied	2
1362	lion	lion	1	594	40	7	7	cat	otherprop	Objects	Objects					n02129165	lion.n.01	39	objects	2	occupied	occupied	2
1363	cuddly toy	cuddly toy	1	389	40	7	7	toy	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1364	toilet stall	toilet stall	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1365	copier machine	copier machine	1	220	40	7	7	machine	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1366	raised platform	platform	1		38	7	7		otherstructure	Objects	Objects							40	misc	2	occupied	occupied	2
1367	bell	bell	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1368	fireextinctioms	fire extinguisher	1	10	40	7	7	fire extinguisher	otherprop	Objects	Objects					n03345837	fire_extinguisher.n.01	39	objects	2	occupied	occupied	2
1369	table vase	table vase	1	78	40	7	7	vase	otherprop	Objects	Objects	vase						40	misc	2	occupied	occupied	2
1370	bedroom ceiling	bedroom ceiling	1	4	22	3	3	ceiling	ceiling	Ceiling	Ceiling							40	misc	1	unoccupied	occupied	2
1371	ceiling \other room	ceiling /otherroom	1	4	22	3	3	ceiling	ceiling	Ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	1	unoccupied	unoccupied	1
1372	chair parts	chair part	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1373	door / window	door/window	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1374	closet mirror wall	closet mirror wall	1	21	1	12	12	wall	wall	Wall	Wall							40	misc	2	occupied	occupied	2
1375	beam across top of arch	beam across top of arch	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1376	fireplace utensils	fireplace utensil	1	267	40	7	7	utensil	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1377	liight	light	1	144	35	7	7	lamp	lamp	Objects	Objects	lamp		lamp	3636649	n03636649	lamp.n.02	28	lighting	2	occupied	occupied	2
1378	self side	self side	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1379	kitchen faucet	faucet	1	9	40	7	7	faucet	otherprop	Objects	Objects			faucet	3325088	n03325088	faucet.n.01	39	objects	2	occupied	occupied	2
1380	candle holder	candle holder	1	148	40	7	7	candlestick	otherprop	Objects	Objects					n02948557	candlestick.n.01	39	objects	2	occupied	occupied	2
1381	mirror/other room	mirror /otherroom	1	122	19	7	7	mirror	mirror	Objects	Objects					n03773035	mirror.n.01	21	mirror	2	occupied	occupied	2
1382	hall top	hall top	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1383	decoration / other room	decoration /otherroom	1		40	7	7		otherprop	Objects	Objects					n03169390	decoration.n.01	39	objects	2	occupied	occupied	2
1384	shower hose	shower hose	1	669	40	7	7	shower hose	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1385	bottle of detergent	bottle of detergent	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1386	box opening	box opening	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1387	hunting trohpy	hunting trophy	1	547	40	7	7	trophy	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1388	rack with pool cues	rack	1	50	39	6	6	stand	otherfurniture	Furniture	Furniture					n04038440	rack.n.05	31	shelving	2	occupied	occupied	2
1389	stack	stack	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1390	bed stand	bed stand	1	50	39	6	6	stand	otherfurniture	Furniture	Furniture							40	misc	2	occupied	occupied	2
1391	planter curb	planter curb	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1392	garage door motor	garage door motor	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1393	entry	entry	1		40	7	7		otherprop	Objects	Objects					n03290771	entrance.n.01	40	misc	2	occupied	occupied	2
1394	a-frame sign	a-frame sign	1	208	40	7	7	sign	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1395	cuboid	cuboid	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1396	shelf with jars	shelf	1	42	15	6	6	shelves	shelves	Furniture	Furniture					n04190052	shelf.n.01	31	shelving	2	occupied	occupied	2
1397	wall top	wall top	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1398	window4	window	1	59	9	13	13	window	window	Window	Window					n04587648	window.n.01	9	window	2	occupied	occupied	2
1399	bath faucet	bath faucet	1	9	40	7	7	faucet	otherprop	Objects	Objects			faucet	3325088	n03325088	faucet.n.01	39	objects	2	occupied	occupied	2
1400	statue / art	statue/art	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1401	cabinet /w clutter	cabinet /w clutter	1	3	3	6	6	cabinet	cabinet	Furniture	Furniture			cabinet	2933112	n02933112	cabinet.n.01	7	cabinet	2	occupied	occupied	2
1402	workout bike	workout bike	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1403	closet area for hanging clothes	closet area for hanging clothes	1	141	21	7	7	clothes	clothes	Objects	Objects							40	misc	2	occupied	occupied	2
1404	vase \other room	vase /otherroom	1	78	40	7	7	vase	otherprop	Objects	Objects	vase		jar	3593526	n04522168	vase.n.01	39	objects	2	occupied	occupied	2
1405	art / muscle shell	art/muscle shell	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1406	center island	island	1	456	38	7	7	kitchen island	otherstructure	Objects	Objects					n03620600	kitchen_island.n.01	26	counter	2	occupied	occupied	2
1407	dedore	decor	1		40	7	7		otherprop	Objects	Objects					n03579355	interior_decoration.n.01	39	objects	2	occupied	occupied	2
1408	dome roof	dome roof	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1409	chair /w clutter	chair /w clutter	1	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01	3	chair	2	occupied	chair	3
1410	basket of objects (popcorn?)	basket	1	39	40	7	7	basket	otherprop	Objects	Objects			basket	2801938	n02801938	basket.n.01	39	objects	2	occupied	occupied	2
1411	outer side wall	wall	1	21	1	12	12	wall	wall	Wall	Wall					n04546855	wall.n.01	1	wall	2	occupied	occupied	2
1412	top floor	floor	1	11	2	5	5	floor	floor	Floor	Floor					n03365592	floor.n.01	2	floor	1	unoccupied	unoccupied	1
1413	pelt	pelt	1		40	7	7		otherprop	Objects	Objects					n01895735	hide.n.02	39	objects	2	occupied	occupied	2
1414	washer-dryer	washer-dryer	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1415	yellow egg shaped vase	yellow egg shaped vase	1	78	40	7	7	vase	otherprop	Objects	Objects	vase						40	misc	2	occupied	occupied	2
1416	entry table	table	1	19	7	10	10	table	table	Table	Table	table	table	table	4379243	n04379243	table.n.02	5	table	2	occupied	occupied	2
1417	domino decoration	domino decoration	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1418	pc tower	pc tower	1		40	7	7		otherprop	Objects	Objects			tower	4460130	n04460130	tower.n.01	40	misc	2	occupied	occupied	2
1419	unknown/ other room	unknown /otherroom	1	20	40	7	7	unknown	otherprop	Objects	Objects					n08632096	unknown.n.01	41	unlabeled	2	occupied	occupied	2
1420	bathroom glass	bathroom glass	1	612	38	7	7	glass	otherstructure	Objects	Objects					n03438257	glass.n.02	39	objects	2	occupied	occupied	2
1421	chanellier	chandelier	1	342	38	7	7	chandelier	otherstructure	Objects	Objects					n03005285	chandelier.n.01	28	lighting	2	occupied	occupied	2
1422	makeup area	makeup area	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1423	fireplace mirror	fireplace mirror	1	122	19	7	7	mirror	mirror	Objects	Objects							40	misc	2	occupied	occupied	2
1424	jug	jug	1	687	40	7	7	jug	otherprop	Objects	Objects	bottle		bottle	2876657	n03603722	jug.n.01	39	objects	2	occupied	occupied	2
1425	bathroom window	bathroom window	1	59	9	13	13	window	window	Window	Window					n04587648	window.n.01	9	window	2	occupied	occupied	2
1426	falling light	falling light	1	62	38	7	7	light	otherstructure	Objects	Objects							40	misc	2	occupied	occupied	2
1427	snow globe	snow globe	1	347	40	7	7	globe	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1428	unknown kitchen appliance	unknown kitchen appliance	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1429	boxes /w books	boxes /w books	1	85	23	2	2	books	books	Books	Books							40	misc	2	occupied	occupied	2
1430	alarm	alarm	1	525	40	7	7	alarm	otherprop	Objects	Objects			clock	3046257	n02694662	alarm_clock.n.01	39	objects	2	occupied	occupied	2
1431	electirc outlet	electric outlet	1	98	40	7	7	electrical outlet	otherprop	Objects	Objects					n04548771	wall_socket.n.01	39	objects	2	occupied	occupied	2
1432	sauna floor	floor	1	11	2	5	5	floor	floor	Floor	Floor					n03365592	floor.n.01	2	floor	1	unoccupied	unoccupied	1
1433	picture /otherroom	picture /otherroom	1	64	11	8	8	picture	picture	Picture	Picture					n03931044	picture.n.01	6	picture	2	occupied	occupied	2
1434	garage door railing	garage door railing	1	497	38	7	7	railing	otherstructure	Objects	Objects							40	misc	2	occupied	occupied	2
1435	other ceiling	ceiling	1	4	22	3	3	ceiling	ceiling	Ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	1	unoccupied	unoccupied	1
1436	lightbox frame	light box frame	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1437	air hole	vent	1	25	38	7	7	air vent	otherstructure	Objects	Objects					n04526241	vent.n.01	40	misc	2	occupied	occupied	2
1438	mantel	mantel	1	58	38	7	7	mantel	otherstructure	Objects	Objects	mantel				n03719343	mantel.n.01	27	fireplace	2	occupied	occupied	2
1439	cooker	cooker	4	267	40	7	7	utensil	otherprop	Objects	Objects					n03101156	cooker.n.01	39	objects	2	occupied	occupied	2
1440	partial	partial	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1441	amplifier	amplifier	1		40	7	7		otherprop	Objects	Objects					n02705944	amplifier.n.01	39	objects	2	occupied	occupied	2
1442	emergency exit	emergency exit	1		40	7	7		otherprop	Objects	Objects					n03345658	fire_escape.n.01	16	stairs	2	occupied	occupied	2
1443	barbecue	barbecue	1		40	7	7		otherprop	Objects	Objects					n02790669	barbecue.n.03	40	misc	2	occupied	occupied	2
1444	unkown / other room	unknown /otherroom	1	20	40	7	7	unknown	otherprop	Objects	Objects					n08632096	unknown.n.01	41	unlabeled	2	occupied	occupied	2
1445	bath sink	bath sink	1	24	34	7	7	sink	sink	Objects	Objects	sink						40	misc	2	occupied	occupied	2
1446	spa bench	spa bench	1	204	39	6	6	bench	otherfurniture	Furniture	Furniture	bench		bench	2828884	n02828884	bench.n.01	34	seating	2	occupied	occupied	2
1447	handsoap	hand soap	1	133	40	7	7	soap	otherprop	Objects	Objects					n04253437	soap.n.01	39	objects	2	occupied	occupied	2
1448	folding stand	folding stand	1	50	39	6	6	stand	otherfurniture	Furniture	Furniture							40	misc	2	occupied	occupied	2
1449	table plant	table plant	1	82	40	7	7	plant	otherprop	Objects	Objects	plant						40	misc	2	occupied	occupied	2
1450	hose outlet	hose outlet	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1451	theater stage	theater stage	1		40	7	7		otherprop	Objects	Objects					n04418818	theater_stage.n.01	39	objects	2	occupied	occupied	2
1452	bar cabinet	bar cabinet	1	3	3	6	6	cabinet	cabinet	Furniture	Furniture			cabinet	2933112	n02933112	cabinet.n.01	7	cabinet	2	occupied	occupied	2
1453	washer and dryer	washing machine and dryer	1		40	7	7		otherprop	Objects	Objects							37	appliances	2	occupied	occupied	2
1454	door trim molding	molding	1		38	7	7		otherstructure	Objects	Objects					n02800354	baseboard.n.01	1	wall	2	occupied	occupied	2
1455	paintings	picture	1	64	11	8	8	picture	picture	Picture	Picture					n03931044	picture.n.01	6	picture	2	occupied	occupied	2
1456	unknown wall part	unknown wall	1	21	1	12	12	wall	wall	Wall	Wall							40	misc	2	occupied	occupied	2
1457	wooden balcony	balcony	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1458	shelves with shoes	shelving	1	42	15	6	6	shelves	shelves	Furniture	Furniture					n04190052	shelf.n.01	31	shelving	2	occupied	occupied	2
1459	stair landing	landing	1		40	7	7		otherprop	Objects	Objects					n03638511	landing.n.01	2	floor	2	occupied	unoccupied	1
1460	rack of excercise weights	rack	1	50	39	6	6	stand	otherfurniture	Furniture	Furniture					n04038440	rack.n.05	31	shelving	2	occupied	occupied	2
1461	unknown - hot tub?	unknown - hot tub?	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1462	wall window	window	1	59	9	13	13	window	window	Window	Window					n04587648	window.n.01	9	window	2	occupied	occupied	2
1463	ceiling smoke detector	smoke detector	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1464	couch type chair	sofa chair	1	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01	3	chair	2	occupied	chair	3
1465	scales	scale	1	639	40	7	7	scale	otherprop	Objects	Objects					n04141975	scale.n.07	39	objects	2	occupied	occupied	2
1466	chair rail	chair rail	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1467	kitchen backsplash	backsplash	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1468	shelves / other room	shelves /otherroom	1	42	15	6	6	shelves	shelves	Furniture	Furniture							40	misc	2	occupied	occupied	2
1469	tools	tool	1		40	7	7		otherprop	Objects	Objects					n04451818	tool.n.01	39	objects	2	occupied	occupied	2
1470	hoses for chemical tank	hoses for chemical tank	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1471	wall behind / remove	wall /otherroom	1	21	1	12	12	wall	wall	Wall	Wall					n04546855	wall.n.01	1	wall	2	occupied	occupied	2
1472	sauna heat rocks	sauna heat rocks	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1473	camera	camera	1	40	40	7	7	camera	otherprop	Objects	Objects			camera	2942699	n02942699	camera.n.01	39	objects	2	occupied	occupied	2
1474	curtain lighter	curtain lighter	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1475	table decor	decoration	1		40	7	7		otherprop	Objects	Objects					n03169390	decoration.n.01	39	objects	2	occupied	occupied	2
1476	brochure	brochure	1	69	40	7	7	folder	otherprop	Objects	Objects					n06413889	booklet.n.01	39	objects	2	occupied	occupied	2
1477	flowerwage	flower vase	1	78	40	7	7	vase	otherprop	Objects	Objects	vase		jar	3593526	n04522168	vase.n.01	39	objects	2	occupied	occupied	2
1478	drill	drill	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1479	book stand	bookshelf	1	88	10	6	6	bookshelf	bookshelf	Furniture	Furniture	bookshelf		bookshelf	2871439	n02871439	bookshelf.n.01	31	shelving	2	occupied	occupied	2
1480	china cabinet	cabinet	1	3	3	6	6	cabinet	cabinet	Furniture	Furniture			cabinet	2933112	n02933112	cabinet.n.01	7	cabinet	2	occupied	occupied	2
1481	remove / behind	remove	1	0	0	0	0	void	void	void	void							0	void	2	occupied	occupied	2
1482	rotunda wall	rotunda wall	1	21	1	12	12	wall	wall	Wall	Wall							40	misc	2	occupied	occupied	2
1483	stone support structure	stone support structure	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1484	dresser decor	decoration	1		40	7	7		otherprop	Objects	Objects					n03169390	decoration.n.01	39	objects	2	occupied	occupied	2
1485	roof / other room	ceiling /otherroom	1	4	22	3	3	ceiling	ceiling	Ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	1	unoccupied	unoccupied	1
1486	elliptical	elliptical	1	457	39	6	6	excercise equipment	otherfurniture	Furniture	Furniture					n04285146	sports_equipment.n.01	33	gym_equipment	2	occupied	occupied	2
1487	furnace	furnace	1	551	39	6	6	furnace	otherfurniture	Furniture	Furniture					n03404449	furnace.n.01	40	misc	2	occupied	occupied	2
1488	foosball table	foosball table	1	510	39	6	6	foosball table	otherfurniture	Furniture	Furniture	table	table	table	4379243	n04379243	table.n.02	5	table	2	occupied	occupied	2
1489	maracas	maraca	1		40	7	7		otherprop	Objects	Objects					n03720891	maraca.n.01	39	objects	2	occupied	occupied	2
1490	box of fruit	box of fruit	1	286	40	7	7	fruit	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1491	window screen	window screen	1		40	7	7		otherprop	Objects	Objects					n04589890	window_screen.n.01	9	window	2	occupied	occupied	2
1492	door tag	door tag	1	218	40	7	7	tag	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1493	fire pit	fire pit	1		40	7	7		otherprop	Objects	Objects					n09280113	fire_pit.n.01	39	objects	2	occupied	occupied	2
1494	box of tissues	box of tissues	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1495	portal	portal	1	46	40	7	7	computer	otherprop	Objects	Objects					n06359657	portal_site.n.01	39	objects	2	occupied	occupied	2
1496	yoga mat	yoga mat	1	205	40	7	7	yoga mat	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1497	toy duck	toy duck	1	887	40	7	7	duck	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1498	motorcycle	motorcycle	1		40	7	7		otherprop	Objects	Objects			motorcycle	3790512	n03790512	motorcycle.n.01	39	objects	2	occupied	occupied	2
1499	computer tower	computer tower	1	46	40	7	7	computer	otherprop	Objects	Objects					n03082979	computer.n.01	39	objects	2	occupied	occupied	2
1500	frame for door	frame for door	1	28	8	12	12	door	door	Wall	Wall	door						40	misc	2	occupied	occupied	2
1501	theater screen	theater screen	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
1502	swimming pool	swimming pool	1		40	7	7		otherprop	Objects	Objects					n04371225	swimming_pool.n.01	40	misc	2	occupied	occupied	2
1503	shelf with clutter	shelf	1	42	15	6	6	shelves	shelves	Furniture	Furniture					n04190052	shelf.n.01	31	shelving	2	occupied	occupied	2
1504	spice rack	spice rack	1	241	38	7	7	spice rack	otherstructure	Objects	Objects					n04275175	spice_rack.n.01	31	shelving	2	occupied	occupied	2
1505	bed small	bed small	1		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
